-0.0191,-0.0156,-0.0062,0.0061,0.0164,0.0148,0.0022,0.0027,0.0041,0.0014,0.0002,-0.0017,-0.004,-0.0037,-0.004,0.005,0.0173,0.027,0.0311
-0.0055,-0.0037,-0.0002,0.0038,0.0011,0.0003,0.0027,0.0044,0.0024,0.0005,-0.001,-0.0025,-0.0034,-0.0023,0.0002,-0.0019,0.0028,0.0057,0.0077
-0.0076,-0.0056,0.0004,0.0023,0.0039,0.0027,0.0021,0.0011,0.0005,0.0005,0.0002,-0.0003,-0.0006,-0.0015,-0.0021,-0.0002,0.0012,0.0076,0.0098
0.01,0.0096,0.0098,0.0097,0.0087,0.0067,0.0046,0.0024,0.0006,-0.0006,-0.0016,-0.0033,-0.005,-0.0071,-0.0093,-0.0106,-0.0109,-0.0108,-0.0112
0.0236,0.023,0.0222,0.0202,0.0166,0.0132,0.0096,0.0058,0.0027,-0.0002,-0.0029,-0.006,-0.0096,-0.0136,-0.0166,-0.0202,-0.0222,-0.023,-0.0236
0.0388,0.0359,0.0351,0.0313,0.0246,0.02,0.0147,0.0098,0.0047,-0.0002,-0.0051,-0.0102,-0.0151,-0.0208,-0.0252,-0.0319,-0.0357,-0.0365,-0.0394
0.0497,0.0475,0.0442,0.0359,0.0275,0.0225,0.0167,0.0112,0.0058,0.0012,-0.0036,-0.0103,-0.0163,-0.0215,-0.0266,-0.0348,-0.0431,-0.0464,-0.0486
0.0451,0.0451,0.0439,0.0409,0.0286,0.023,0.0161,0.0102,0.0041,-0.0011,-0.0067,-0.0134,-0.0198,-0.0259,-0.0315,-0.038,-0.041,-0.0422,-0.0422
0.0548,0.0403,0.0358,0.0277,0.0226,0.0209,0.0163,0.0126,0.0073,0.0068,0.0008,-0.0049,-0.0107,-0.0115,-0.0135,-0.0182,-0.0267,-0.031,-0.0453
0.0728,0.057,0.0368,0.0218,0.023,0.02,0.0172,0.0117,0.0058,-0.0003,-0.0061,-0.0131,-0.0186,-0.0189,-0.0263,-0.0251,-0.0401,-0.0613,-0.0761
0.0736,0.0616,0.0412,0.0219,0.009,0.0117,0.0122,0.0078,0.0059,-0.0016,-0.0079,-0.0111,-0.0126,-0.0117,-0.0167,-0.0296,-0.0489,-0.0693,-0.0813
0.0469,0.042,0.0363,0.0131,0.0019,0.001,0.0058,0.0011,-0.0037,-0.0059,-0.0045,-0.0116,-0.0135,-0.0136,-0.015,-0.0262,-0.0494,-0.0551,-0.06
0.0618,0.0498,0.0402,0.0236,0.0157,0.0219,0.0256,0.0173,0.0173,0.0063,-0.0011,-0.0063,-0.0131,-0.015,-0.019,-0.0269,-0.0435,-0.0531,-0.0651
0.0551,0.0544,0.0402,0.0357,0.023,0.0209,0.0179,0.0128,0.007,0.0051,-0.0067,-0.0073,-0.0099,-0.0122,-0.0163,-0.029,-0.0335,-0.0477,-0.0484
